"","x"
"2499",3
"2500",3
"2501",9
"2502",8
"2503",8
"2504",8
"2505",8
"2506",8
"2507",22
"2508",7
"2509",4
"2510",4
"2511",13
"2512",8
"2513",8
"2514",3
"2515",15
"2516",8
"2517",7
"2518",22
"2519",22
"2520",8
"2521",9
"2522",3
"2523",17
"2524",18
"2525",11
"2526",2
"2527",8
"2528",3
"2529",8
"2530",3
"2531",8
"2532",8
"2533",4
"2534",4
"2535",4
"2536",4
"2537",4
"2538",22
"2539",3
"2540",3
"2541",18
"2542",18
"2543",4
"2544",22
"2545",6
"2546",3
"2547",3
"2548",3
"2549",3
"2550",9
"2551",22
"2552",4
"2553",8
"2554",15
"2555",3
"2556",11
"2557",11
"2558",3
"2559",4
"2560",4
"2561",9
"2562",8
"2563",3
"2564",8
"2565",22
"2566",22
"2567",22
"2568",3
"2569",4
"2570",4
"2571",15
"2572",4
"2573",4
"2574",4
"2575",3
"2576",3
"2577",8
"2578",4
"2579",8
"2580",7
"2581",7
"2582",4
"2583",4
"2584",3
"2585",3
"2586",3
"2587",3
"2588",4
"2589",4
"2590",8
"2591",8
"2592",9
"2593",17
"2594",17
"2595",8
"2596",18
"2597",18
"2598",8
"2599",8
"2600",8
"2601",8
"2602",8
"2603",8
"2604",4
"2605",3
"2606",8
"2607",21
"2608",3
"2609",3
"2610",8
"2611",8
"2612",4
"2613",4
"2614",4
"2615",4
"2616",4
"2617",8
"2618",3
"2619",8
"2620",8
"2621",4
"2622",4
"2623",3
"2624",3
"2625",3
"2626",8
"2627",22
"2628",8
"2629",8
"2630",22
"2631",9
"2632",22
"2633",14
"2634",14
"2635",8
"2636",8
"2637",8
"2638",8
"2639",22
"2640",15
"2641",3
"2642",3
"2643",3
"2644",4
"2645",8
"2646",8
"2647",8
"2648",22
"2649",3
"2650",4
"2651",4
"2652",3
"2653",3
"2654",18
"2655",3
"2656",4
"2657",4
"2658",8
"2659",22
"2660",22
"2661",15
"2662",21
"2663",18
"2664",9
"2665",4
"2666",8
"2667",8
"2668",14
"2669",4
"2670",4
"2671",11
"2672",11
"2673",4
"2674",4
"2675",9
"2676",9
"2677",8
"2678",22
"2679",7
"2680",8
"2681",13
"2682",22
"2683",22
"2684",22
"2685",22
"2686",8
"2687",4
"2688",22
"2689",22
"2690",22
"2691",22
"2692",22
"2693",3
"2694",22
"2695",22
"2696",22
"2697",2
"2698",2
"2699",8
"2700",8
"2701",8
"2702",8
"2703",17
"2704",4
"2705",4
"2706",4
"2707",4
"2708",4
"2709",22
"2710",11
"2711",3
"2712",3
"2713",15
"2714",3
"2715",3
"2716",15
"2717",8
"2718",8
"2719",8
"2720",8
"2721",14
"2722",22
"2723",22
"2724",4
"2725",4
"2726",3
"2727",4
"2728",4
"2729",3
"2730",3
"2731",3
"2732",21
"2733",3
"2734",3
"2735",22
"2736",4
"2737",4
"2738",8
"2739",8
"2740",8
"2741",8
"2742",22
"2743",21
"2744",21
"2745",3
"2746",4
"2747",9
"2748",9
"2749",11
"2750",22
"2751",22
"2752",8
"2753",9
"2754",9
"2755",9
"2756",4
"2757",4
"2758",8
"2759",8
"2760",8
"2761",4
"2762",4
"2763",22
"2764",4
"2765",3
"2766",22
"2767",4
"2768",21
"2769",21
"2770",22
"2771",8
"2772",4
"2773",4
"2774",4
"2775",3
"2776",3
"2777",8
"2778",4
"2779",4
"2780",4
"2781",17
"2782",17
"2783",8
"2784",4
"2785",4
"2786",8
"2787",4
"2788",4
"2789",4
"2790",8
"2791",9
"2792",4
"2793",8
"2794",8
"2795",18
"2796",14
"2797",14
"2798",4
"2799",4
"2800",9
"2801",9
"2802",8
"2803",8
"2804",3
"2805",9
"2806",3
"2807",4
"2808",8
"2809",6
"2810",6
"2811",15
"2812",22
"2813",22
"2814",4
"2815",4
"2816",8
"2817",8
"2818",4
"2819",8
"2820",8
"2821",15
"2822",11
"2823",8
"2824",21
"2825",8
"2826",8
"2827",8
"2828",4
"2829",4
"2830",4
"2831",17
"2832",4
"2833",8
"2834",17
"2835",4
"2836",4
"2837",3
"2838",8
"2839",22
"2840",6
"2841",6
"2842",3
"2843",3
"2844",3
"2845",9
"2846",22
"2847",4
"2848",3
"2849",15
"2850",3
"2851",3
"2852",3
"2853",8
"2854",9
"2855",9
"2856",9
"2857",8
"2858",18
"2859",8
"2860",2
"2861",2
"2862",8
"2863",8
"2864",8
"2865",8
"2866",4
"2867",17
"2868",8
"2869",14
"2870",22
"2871",3
"2872",2
"2873",3
"2874",4
"2875",8
"2876",8
"2877",4
"2878",4
"2879",14
"2880",3
"2881",3
"2882",13
"2883",17
"2884",3
"2885",22
"2886",3
"2887",8
"2888",3
"2889",4
"2890",4
"2891",4
"2892",7
"2893",8
"2894",4
"2895",8
"2896",7
"2897",7
"2898",7
"2899",3
"2900",3
"2901",4
"2902",4
"2903",4
"2904",4
"2905",4
"2906",4
"2907",4
"2908",11
"2909",22
"2910",8
"2911",8
"2912",8
"2913",15
"2914",15
"2915",3
"2916",3
"2917",3
"2918",4
"2919",3
"2920",13
"2921",15
"2922",17
"2923",4
"2924",4
