"","x"
"1366","YDR210W-C"
"1367","YDR210W-D"
"1368","YDR214W"
"1369","YDR215C"
"1370","YDR223W"
"1371","YDR224C"
"1372","YDR229W"
"1373","YDR233C"
"1374","YDR234W"
"1375","YDR239C"
"1376","YDR241W"
"1377","YDR245W"
"1378","YDR252W"
"1379","YDR257C"
"1380","YDR261C"
"1381","YDR263C"
"1382","YDR278C"
"1383","YDR279W"
"1384","YDR281C"
"1385","YDR282C"
"1386","YDR283C"
"1387","YDR284C"
"1388","YDR285W"
"1389","YDR289C"
"1390","YDR294C"
"1391","YDR295C"
"1392","YDR296W"
"1393","YDR307W"
"1394","YDR309C"
"1395","YDR312W"
"1396","YDR313C"
"1397","YDR316W-A"
"1398","YDR316W-B"
"1399","YDR317W"
"1400","YDR322C-A"
"1401","YDR322W"
"1402","YDR323C"
"1403","YDR325W"
"1404","YDR326C"
"1405","YDR327W"
"1406","YDR329C"
"1407","YDR330W"
"1408","YDR338C"
"1409","YDR339C"
"1410","YDR340W"
"1411","YDR341C"
"1412","YDR345C"
"1413","YDR350C"
"1414","YDR351W"
"1415","YDR363W-A"
"1416","YDR366C"
"1417","YDR368W"
"1418","YDR370C"
"1419","YDR371W"
"1420","YDR372C"
"1421","YDR373W"
"1422","YDR375C"
"1423","YDR376W"
"1424","YDR377W"
"1425","YDR379W"
"1426","YDR380W"
"1427","YDR382W"
"1428","YDR384C"
"1429","YDR389W"
"1430","YDR393W"
"1431","YDR402C"
"1432","YDR403W"
"1433","YDR404C"
"1434","YDR408C"
"1435","YDR409W"
"1436","YDR410C"
"1437","YDR418W"
"1438","YDR420W"
"1439","YDR434W"
"1440","YDR438W"
"1441","YDR441C"
"1442","YDR442W"
"1443","YDR447C"
"1444","YDR450W"
"1445","YDR451C"
"1446","YDR452W"
"1447","YDR461W"
"1448","YDR465C"
"1449","YDR466W"
"1450","YDR470C"
"1451","YDR471W"
"1452","YDR474C"
"1453","YDR494W"
"1454","YDR495C"
"1455","YDR497C"
"1456","YDR500C"
"1457","YDR501W"
"1458","YDR504C"
"1459","YDR505C"
"1460","YDR508C"
"1461","YDR509W"
"1462","YDR510W"
"1463","YDR512C"
"1464","YDR513W"
"1465","YDR514C"
"1466","YDR515W"
"1467","YDR522C"
"1468","YDR523C"
"1469","YDR525W-A"
"1470","YDR526C"
"1471","YDR528W"
"1472","YDR529C"
"1473","YDR533C"
"1474","YDR535C"
"1475","YDR536W"
"1476","YDR541C"
"1477","YDR543C"
"1478","YDR544C"
"1479","YDR545W"
"1480","YEL001C"
"1481","YEL004W"
"1482","YEL005C"
"1483","YEL007W"
"1484","YEL008W"
"1485","YEL012W"
"1486","YEL013W"
"1487","YEL014C"
"1488","YEL016C"
"1489","YEL017C-A"
"1490","YEL017W"
"1491","YEL018W"
"1492","YEL019C"
"1493","YEL023C"
"1494","YEL024W"
"1495","YEL025C"
"1496","YEL027W"
"1497","YEL030W"
"1498","YEL038W"
"1499","YEL039C"
"1500","YEL040W"
"1501","YEL043W"
"1502","YEL044W"
"1503","YEL045C"
"1504","YEL046C"
"1505","YEL047C"
"1506","YEL050C"
"1507","YEL052W"
"1508","YEL061C"
"1509","YEL062W"
"1510","YEL063C"
"1511","YEL066W"
"1512","YEL068C"
"1513","YEL069C"
"1514","YEL070W"
"1515","YEL072W"
"1516","YEL074W"
"1517","YEL075C"
"1518","YEL076C"
"1519","YEL076C-A"
"1520","YEL076W-C"
"1521","YEL077C"
"1522","YER001W"
"1523","YER007C-A"
"1524","YER007W"
"1525","YER011W"
"1526","YER013W"
"1527","YER023W"
"1528","YER028C"
"1529","YER032W"
"1530","YER033C"
"1531","YER034W"
"1532","YER038C"
"1533","YER043C"
"1534","YER044C"
"1535","YER045C"
"1536","YER046W"
"1537","YER048W-A"
"1538","YER055C"
"1539","YER056C-A"
"1540","YER061C"
"1541","YER065C"
"1542","YER071C"
"1543","YER072W"
"1544","YER073W"
"1545","YER074W"
"1546","YER078C"
"1547","YER079W"
"1548","YER083C"
"1549","YER085C"
"1550","YER087C-A"
"1551","YER091C"
"1552","YER091C-A"
"1553","YER095W"
"1554","YER101C"
"1555","YER102W"
"1556","YER103W"
"1557","YER116C"
"1558","YER117W"
"1559","YER124C"
"1560","YER125W"
"1561","YER128W"
"1562","YER129W"
"1563","YER130C"
"1564","YER131W"
"1565","YER137C-A"
"1566","YER138C"
"1567","YER138W-A"
"1568","YER139C"
"1569","YER140W"
"1570","YER142C"
"1571","YER143W"
"1572","YER145C"
"1573","YER152C"
"1574","YER153C"
"1575","YER154W"
"1576","YER156C"
"1577","YER157W"
"1578","YER159C-A"
"1579","YER160C"
"1580","YER168C"
"1581","YER189W"
"1582","YER190W"
"1583","YFL002W-A"
"1584","YFL002W-B"
"1585","YFL004W"
"1586","YFL005W"
"1587","YFL010C"
"1588","YFL010W-A"
"1589","YFL011W"
"1590","YFL013W-A"
"1591","YFL014W"
"1592","YFL015C"
"1593","YFL016C"
"1594","YFL017C"
"1595","YFL017W-A"
"1596","YFL023W"
"1597","YFL026W"
"1598","YFL027C"
"1599","YFL034C-A"
"1600","YFL034W"
"1601","YFL040W"
"1602","YFL047W"
"1603","YFL048C"
"1604","YFL055W"
"1605","YFL056C"
"1606","YFL057C"
"1607","YFL060C"
"1608","YFL062W"
"1609","YFL063W"
"1610","YFL064C"
"1611","YFL065C"
"1612","YFR003C"
"1613","YFR005C"
"1614","YFR006W"
"1615","YFR017C"
"1616","YFR023W"
"1617","YFR031C-A"
"1618","YFR032C"
"1619","YFR032C-A"
"1620","YFR035C"
"1621","YGL001C"
"1622","YGL005C"
"1623","YGL007W"
"1624","YGL021W"
"1625","YGL028C"
"1626","YGL030W"
"1627","YGL031C"
"1628","YGL032C"
"1629","YGL038C"
"1630","YGL059W"
"1631","YGL067W"
"1632","YGL069C"
"1633","YGL072C"
"1634","YGL074C"
"1635","YGL075C"
"1636","YGL079W"
"1637","YGL088W"
"1638","YGL089C"
"1639","YGL093W"
"1640","YGL094C"
"1641","YGL098W"
"1642","YGL103W"
"1643","YGL104C"
"1644","YGL107C"
"1645","YGL108C"
"1646","YGL114W"
"1647","YGL116W"
"1648","YGL119W"
"1649","YGL121C"
"1650","YGL124C"
"1651","YGL133W"
"1652","YGL135W"
"1653","YGL136C"
"1654","YGL138C"
"1655","YGL139W"
"1656","YGL140C"
"1657","YGL141W"
"1658","YGL142C"
"1659","YGL147C"
"1660","YGL152C"
"1661","YGL157W"
"1662","YGL170C"
"1663","YGL179C"
"1664","YGL182C"
"1665","YGL184C"
"1666","YGL186C"
"1667","YGL189C"
"1668","YGL191W"
"1669","YGL193C"
"1670","YGL194C"
"1671","YGL199C"
"1672","YGL201C"
"1673","YGL222C"
"1674","YGL226C-A"
"1675","YGL226W"
"1676","YGL227W"
"1677","YGL228W"
"1678","YGL229C"
"1679","YGL230C"
"1680","YGL231C"
"1681","YGL239C"
"1682","YGL253W"
"1683","YGL255W"
"1684","YGL256W"
"1685","YGL257C"
"1686","YGL259W"
"1687","YGL262W"
"1688","YGR007W"
"1689","YGR014W"
"1690","YGR024C"
"1691","YGR027C"
"1692","YGR032W"
"1693","YGR033C"
"1694","YGR035C"
"1695","YGR038C-A"
"1696","YGR038C-B"
"1697","YGR041W"
"1698","YGR047C"
"1699","YGR050C"
"1700","YGR055W"
"1701","YGR056W"
"1702","YGR059W"
"1703","YGR060W"
"1704","YGR085C"
"1705","YGR098C"
"1706","YGR099W"
"1707","YGR100W"
"1708","YGR106C"
"1709","YGR107W"
"1710","YGR108W"
"1711","YGR109C"
"1712","YGR109W-A"
"1713","YGR109W-B"
"1714","YGR110W"
"1715","YGR117C"
"1716","YGR118W"
"1717","YGR119C"
"1718","YGR120C"
"1719","YGR125W"
"1720","YGR127W"
"1721","YGR129W"
"1722","YGR136W"
"1723","YGR137W"
"1724","YGR140W"
"1725","YGR142W"
"1726","YGR143W"
"1727","YGR144W"
"1728","YGR146C"
"1729","YGR147C"
"1730","YGR148C"
"1731","YGR149W"
"1732","YGR151C"
"1733","YGR152C"
"1734","YGR153W"
"1735","YGR157W"
"1736","YGR166W"
"1737","YGR171C"
"1738","YGR175C"
"1739","YGR176W"
"1740","YGR178C"
"1741","YGR182C"
"1742","YGR183C"
"1743","YGR184C"
"1744","YGR185C"
"1745","YGR187C"
"1746","YGR188C"
"1747","YGR189C"
"1748","YGR192C"
"1749","YGR197C"
"1750","YGR198W"
"1751","YGR199W"
"1752","YGR205W"
"1753","YGR210C"
"1754","YGR211W"
"1755","YGR213C"
"1756","YGR214W"
"1757","YGR215W"
"1758","YGR221C"
"1759","YGR225W"
"1760","YGR229C"
"1761","YGR230W"
"1762","YGR231C"
"1763","YGR238C"
"1764","YGR241C"
"1765","YGR243W"
"1766","YGR249W"
"1767","YGR251W"
"1768","YGR254W"
"1769","YGR256W"
"1770","YGR258C"
"1771","YGR259C"
"1772","YGR260W"
"1773","YGR268C"
"1774","YGR273C"
"1775","YGR277C"
"1776","YGR278W"
"1777","YGR279C"
"1778","YGR282C"
"1779","YGR283C"
"1780","YGR295C"
"1781","YGR296W"
"1782","YHL001W"
"1783","YHL008C"
"1784","YHL012W"
"1785","YHL013C"
"1786","YHL016C"
"1787","YHL023C"
"1788","YHL024W"
"1789","YHL028W"
"1790","YHL029C"
"1791","YHL033C"
"1792","YHL034C"
"1793","YHL039W"
"1794","YHL040C"
"1795","YHL041W"
"1796","YHL042W"
"1797","YHL048W"
"1798","YHL049C"
"1799","YHR001W"
"1800","YHR001W-A"
"1801","YHR004C"
"1802","YHR011W"
"1803","YHR012W"
"1804","YHR021C"
"1805","YHR021W-A"
"1806","YHR026W"
"1807","YHR028C"
"1808","YHR031C"
"1809","YHR032W"
"1810","YHR036W"
"1811","YHR037W"
"1812","YHR039C-A"
"1813","YHR040W"
"1814","YHR047C"
"1815","YHR048W"
"1816","YHR049W"
"1817","YHR053C"
"1818","YHR055C"
"1819","YHR061C"
"1820","YHR063C"
"1821","YHR071W"
"1822","YHR077C"
"1823","YHR078W"
"1824","YHR080C"
"1825","YHR081W"
"1826","YHR082C"
"1827","YHR083W"
"1828","YHR087W"
"1829","YHR090C"
"1830","YHR091C"
"1831","YHR094C"
"1832","YHR095W"
"1833","YHR096C"
"1834","YHR115C"
"1835","YHR116W"
"1836","YHR118C"
"1837","YHR123W"
"1838","YHR129C"
"1839","YHR130C"
"1840","YHR131C"
"1841","YHR132W-A"
"1842","YHR136C"
"1843","YHR137W"
"1844","YHR138C"
"1845","YHR139C"
"1846","YHR139C-A"
"1847","YHR140W"
"1848","YHR141C"
"1849","YHR142W"
"1850","YHR143W"
"1851","YHR145C"
"1852","YHR149C"
"1853","YHR150W"
"1854","YHR151C"
"1855","YHR152W"
"1856","YHR153C"
"1857","YHR154W"
"1858","YHR155W"
"1859","YHR156C"
"1860","YHR157W"
"1861","YHR161C"
"1862","YHR162W"
"1863","YHR165C"
"1864","YHR167W"
"1865","YHR171W"
"1866","YHR179W"
"1867","YHR183W"
"1868","YHR185C"
"1869","YHR193C"
"1870","YHR194W"
"1871","YHR195W"
"1872","YHR199C"
"1873","YHR204W"
"1874","YHR207C"
"1875","YHR208W"
"1876","YHR209W"
"1877","YHR213W"
"1878","YIL009W"
"1879","YIL010W"
"1880","YIL012W"
"1881","YIL013C"
"1882","YIL014W"
"1883","YIL015C-A"
"1884","YIL015W"
"1885","YIL018W"
"1886","YIL019W"
"1887","YIL020C"
"1888","YIL022W"
"1889","YIL023C"
"1890","YIL026C"
"1891","YIL031W"
"1892","YIL032C"
"1893","YIL036W"
"1894","YIL037C"
"1895","YIL040W"
"1896","YIL048W"
"1897","YIL051C"
"1898","YIL064W"
"1899","YIL065C"
"1900","YIL066C"
"1901","YIL069C"
"1902","YIL075C"
"1903","YIL077C"
"1904","YIL082W"
"1905","YIL083C"
"1906","YIL088C"
"1907","YIL097W"
"1908","YIL098C"
"1909","YIL099W"
"1910","YIL102C"
"1911","YIL108W"
"1912","YIL109C"
"1913","YIL110W"
"1914","YIL111W"
"1915","YIL118W"
"1916","YIL119C"
"1917","YIL121W"
"1918","YIL122W"
"1919","YIL123W"
"1920","YIL127C"
"1921","YIL129C"
"1922","YIL132C"
"1923","YIL133C"
"1924","YIL135C"
"1925","YIL137C"
"1926","YIL148W"
"1927","YIL149C"
"1928","YIL158W"
"1929","YIL161W"
"1930","YIL170W"
"1931","YIL171W"
"1932","YIL172C"
"1933","YIL173W"
"1934","YIL174W"
"1935","YIL175W"
"1936","YIL176C"
"1937","YIL177C"
"1938","YIR003W"
"1939","YIR004W"
"1940","YIR010W"
"1941","YIR013C"
"1942","YIR014W"
"1943","YIR017C"
"1944","YIR019C"
"1945","YIR020C"
"1946","YIR020W-B"
"1947","YIR021W"
"1948","YIR022W"
"1949","YIR027C"
"1950","YIR028W"
"1951","YIR031C"
"1952","YIR035C"
"1953","YIR040C"
"1954","YIR041W"
"1955","YJL002C"
"1956","YJL003W"
"1957","YJL004C"
"1958","YJL008C"
"1959","YJL022W"
"1960","YJL023C"
"1961","YJL027C"
"1962","YJL028W"
"1963","YJL029C"
"1964","YJL030W"
"1965","YJL031C"
"1966","YJL034W"
"1967","YJL035C"
"1968","YJL037W"
"1969","YJL038C"
"1970","YJL045W"
"1971","YJL051W"
"1972","YJL055W"
"1973","YJL059W"
"1974","YJL060W"
"1975","YJL062W"
"1976","YJL067W"
"1977","YJL068C"
"1978","YJL071W"
"1979","YJL072C"
"1980","YJL073W"
"1981","YJL075C"
"1982","YJL076W"
"1983","YJL077C"
"1984","YJL078C"
"1985","YJL079C"
"1986","YJL085W"
"1987","YJL086C"
"1988","YJL087C"
"1989","YJL090C"
"1990","YJL092W"
"1991","YJL093C"
"1992","YJL100W"
"1993","YJL101C"
"1994","YJL105W"
"1995","YJL111W"
"1996","YJL116C"
"1997","YJL118W"
"1998","YJL121C"
"1999","YJL134W"
"2000","YJL135W"
"2001","YJL136C"
"2002","YJL145W"
"2003","YJL148W"
"2004","YJL156C"
"2005","YJL158C"
"2006","YJL159W"
"2007","YJL160C"
"2008","YJL161W"
"2009","YJL162C"
"2010","YJL167W"
"2011","YJL168C"
"2012","YJL171C"
"2013","YJL172W"
"2014","YJL174W"
"2015","YJL175W"
"2016","YJL176C"
"2017","YJL177W"
"2018","YJL178C"
"2019","YJL183W"
"2020","YJL184W"
"2021","YJL185C"
"2022","YJL186W"
"2023","YJL188C"
"2024","YJL189W"
"2025","YJL191W"
"2026","YJL192C"
"2027","YJL194W"
"2028","YJL196C"
"2029","YJL200C"
"2030","YJL204C"
"2031","YJL209W"
"2032","YJL210W"
"2033","YJL211C"
"2034","YJL212C"
"2035","YJL216C"
"2036","YJL217W"
"2037","YJL218W"
"2038","YJL219W"
"2039","YJL221C"
"2040","YJL225C"
"2041","YJR003C"
"2042","YJR004C"
"2043","YJR005W"
"2044","YJR009C"
"2045","YJR011C"
"2046","YJR025C"
"2047","YJR026W"
"2048","YJR027W"
"2049","YJR028W"
"2050","YJR029W"
"2051","YJR030C"
"2052","YJR038C"
"2053","YJR040W"
"2054","YJR041C"
"2055","YJR044C"
"2056","YJR045C"
"2057","YJR046W"
"2058","YJR049C"
"2059","YJR054W"
"2060","YJR058C"
"2061","YJR059W"
"2062","YJR061W"
"2063","YJR067C"
"2064","YJR077C"
"2065","YJR078W"
"2066","YJR079W"
"2067","YJR082C"
"2068","YJR091C"
"2069","YJR092W"
"2070","YJR094C"
"2071","YJR094W-A"
"2072","YJR098C"
"2073","YJR099W"
"2074","YJR100C"
"2075","YJR102C"
"2076","YJR103W"
"2077","YJR105W"
"2078","YJR110W"
"2079","YJR112W"
"2080","YJR116W"
"2081","YJR123W"
"2082","YJR135C"
"2083","YJR138W"
"2084","YJR139C"
"2085","YJR146W"
"2086","YJR147W"
"2087","YJR148W"
"2088","YJR149W"
"2089","YJR150C"
"2090","YJR158W"
"2091","YJR159W"
"2092","YJR160C"
"2093","YJR161C"
"2094","YKL004W"
"2095","YKL005C"
"2096","YKL006C-A"
"2097","YKL006W"
"2098","YKL008C"
"2099","YKL016C"
"2100","YKL020C"
"2101","YKL029C"
"2102","YKL033W"
"2103","YKL039W"
"2104","YKL040C"
"2105","YKL044W"
"2106","YKL049C"
"2107","YKL051W"
"2108","YKL052C"
"2109","YKL058W"
"2110","YKL059C"
"2111","YKL063C"
"2112","YKL071W"
"2113","YKL072W"
"2114","YKL084W"
"2115","YKL086W"
"2116","YKL087C"
"2117","YKL096W"
"2118","YKL096W-A"
"2119","YKL097C"
"2120","YKL101W"
"2121","YKL102C"
"2122","YKL106W"
"2123","YKL107W"
"2124","YKL110C"
"2125","YKL113C"
"2126","YKL118W"
"2127","YKL120W"
"2128","YKL132C"
"2129","YKL142W"
"2130","YKL146W"
"2131","YKL148C"
"2132","YKL150W"
"2133","YKL151C"
"2134","YKL154W"
"2135","YKL155C"
"2136","YKL156W"
"2137","YKL157W"
"2138","YKL161C"
"2139","YKL163W"
"2140","YKL164C"
"2141","YKL167C"
"2142","YKL175W"
"2143","YKL176C"
"2144","YKL177W"
"2145","YKL178C"
"2146","YKL179C"
"2147","YKL180W"
"2148","YKL186C"
"2149","YKL190W"
"2150","YKL191W"
"2151","YKL192C"
"2152","YKL195W"
"2153","YKL196C"
"2154","YKL197C"
"2155","YKL201C"
"2156","YKL202W"
"2157","YKL203C"
"2158","YKL209C"
"2159","YKL214C"
"2160","YKL217W"
"2161","YKR010C"
"2162","YKR011C"
"2163","YKR013W"
"2164","YKR027W"
"2165","YKR029C"
"2166","YKR030W"
"2167","YKR033C"
"2168","YKR035W-A"
"2169","YKR039W"
"2170","YKR040C"
"2171","YKR042W"
"2172","YKR043C"
"2173","YKR044W"
"2174","YKR045C"
"2175","YKR052C"
"2176","YKR054C"
"2177","YKR055W"
"2178","YKR056W"
"2179","YKR057W"
"2180","YKR062W"
"2181","YKR066C"
"2182","YKR071C"
"2183","YKR075C"
"2184","YKR079C"
"2185","YKR080W"
"2186","YKR082W"
"2187","YKR084C"
"2188","YKR091W"
"2189","YKR093W"
"2190","YKR094C"
"2191","YKR095W"
"2192","YKR097W"
"2193","YKR098C"
"2194","YKR102W"
"2195","YKR103W"
"2196","YKR105C"
"2197","YKR106W"
"2198","YLL004W"
"2199","YLL005C"
"2200","YLL006W"
"2201","YLL007C"
"2202","YLL009C"
"2203","YLL017W"
"2204","YLL018C-A"
"2205","YLL019C"
"2206","YLL020C"
"2207","YLL024C"
"2208","YLL028W"
"2209","YLL032C"
"2210","YLL033W"
"2211","YLL037W"
"2212","YLL039C"
"2213","YLL040C"
"2214","YLL041C"
"2215","YLL043W"
"2216","YLL045C"
"2217","YLL052C"
"2218","YLL053C"
"2219","YLL054C"
"2220","YLL055W"
"2221","YLL056C"
"2222","YLL060C"
"2223","YLL061W"
"2224","YLL062C"
"2225","YLL063C"
"2226","YLL065W"
"2227","YLL066C"
"2228","YLL067C"
"2229","YLR001C"
"2230","YLR012C"
"2231","YLR016C"
"2232","YLR017W"
"2233","YLR024C"
"2234","YLR030W"
"2235","YLR031W"
"2236","YLR034C"
"2237","YLR035C"
"2238","YLR035C-A"
"2239","YLR038C"
"2240","YLR047C"
"2241","YLR048W"
"2242","YLR049C"
"2243","YLR055C"
"2244","YLR056W"
"2245","YLR058C"
"2246","YLR061W"
"2247","YLR062C"
"2248","YLR063W"
"2249","YLR065C"
"2250","YLR066W"
"2251","YLR075W"
"2252","YLR078C"
"2253","YLR079W"
"2254","YLR081W"
"2255","YLR082C"
"2256","YLR084C"
"2257","YLR092W"
"2258","YLR094C"
"2259","YLR095C"
"2260","YLR096W"
"2261","YLR103C"
"2262","YLR104W"
"2263","YLR105C"
"2264","YLR108C"
"2265","YLR109W"
"2266","YLR110C"
"2267","YLR111W"
"2268","YLR112W"
"2269","YLR121C"
"2270","YLR130C"
"2271","YLR139C"
"2272","YLR142W"
"2273","YLR152C"
"2274","YLR154C"
"2275","YLR167W"
"2276","YLR168C"
"2277","YLR169W"
"2278","YLR171W"
"2279","YLR174W"
"2280","YLR179C"
"2281","YLR183C"
"2282","YLR184W"
"2283","YLR185W"
"2284","YLR189C"
"2285","YLR190W"
"2286","YLR194C"
"2287","YLR207W"
"2288","YLR209C"
"2289","YLR210W"
"2290","YLR213C"
"2291","YLR214W"
"2292","YLR216C"
"2293","YLR220W"
"2294","YLR223C"
"2295","YLR224W"
"2296","YLR228C"
"2297","YLR242C"
"2298","YLR243W"
"2299","YLR255C"
"2300","YLR256W"
"2301","YLR256W-A"
"2302","YLR257W"
"2303","YLR261C"
"2304","YLR264W"
"2305","YLR266C"
"2306","YLR267W"
"2307","YLR273C"
"2308","YLR274W"
"2309","YLR277C"
"2310","YLR286C"
"2311","YLR287C-A"
"2312","YLR294C"
"2313","YLR295C"
"2314","YLR296W"
"2315","YLR300W"
"2316","YLR313C"
"2317","YLR325C"
"2318","YLR326W"
"2319","YLR330W"
"2320","YLR332W"
"2321","YLR333C"
"2322","YLR342W"
"2323","YLR343W"
"2324","YLR344W"
"2325","YLR346C"
"2326","YLR353W"
"2327","YLR356W"
"2328","YLR358C"
"2329","YLR359W"
"2330","YLR363C"
"2331","YLR364W"
"2332","YLR367W"
"2333","YLR369W"
"2334","YLR374C"
"2335","YLR380W"
"2336","YLR387C"
"2337","YLR388W"
"2338","YLR389C"
"2339","YLR390W"
"2340","YLR390W-A"
"2341","YLR392C"
"2342","YLR393W"
"2343","YLR394W"
"2344","YLR395C"
"2345","YLR396C"
"2346","YLR397C"
"2347","YLR400W"
"2348","YLR406C"
"2349","YLR407W"
"2350","YLR408C"
"2351","YLR410W"
"2352","YLR410W-A"
"2353","YLR410W-B"
"2354","YLR413W"
"2355","YLR428C"
"2356","YLR430W"
"2357","YLR433C"
"2358","YLR434C"
"2359","YLR437C"
"2360","YLR438C-A"
"2361","YLR439W"
"2362","YLR441C"
"2363","YLR448W"
"2364","YLR452C"
"2365","YLR460C"
"2366","YLR462W"
"2367","YLR463C"
"2368","YLR464W"
"2369","YLR465C"
"2370","YLR466W"
"2371","YLR467W"
"2372","YML001W"
"2373","YML008C"
"2374","YML012W"
"2375","YML013C-A"
"2376","YML024W"
"2377","YML027W"
"2378","YML028W"
"2379","YML045W"
"2380","YML045W-A"
"2381","YML050W"
"2382","YML051W"
"2383","YML052W"
"2384","YML053C"
"2385","YML055W"
"2386","YML056C"
"2387","YML066C"
"2388","YML073C"
"2389","YML081C-A"
"2390","YML081W"
"2391","YML082W"
"2392","YML083C"
"2393","YML089C"
"2394","YML101C"
"2395","YML102C-A"
"2396","YML111W"
"2397","YML115C"
"2398","YML116W"
"2399","YML119W"
"2400","YML120C"
"2401","YML125C"
"2402","YML129C"
"2403","YML130C"
"2404","YML131W"
"2405","YML132W"
"2406","YML133C"
"2407","YMR001C"
"2408","YMR002W"
"2409","YMR005W"
"2410","YMR011W"
"2411","YMR013C"
"2412","YMR014W"
"2413","YMR015C"
"2414","YMR017W"
"2415","YMR018W"
"2416","YMR019W"
"2417","YMR020W"
"2418","YMR033W"
"2419","YMR038C"
"2420","YMR039C"
"2421","YMR040W"
"2422","YMR052W"
"2423","YMR055C"
"2424","YMR056C"
"2425","YMR060C"
"2426","YMR062C"
"2427","YMR063W"
"2428","YMR065W"
"2429","YMR071C"
"2430","YMR072W"
"2431","YMR076C"
"2432","YMR078C"
"2433","YMR079W"
"2434","YMR081C"
"2435","YMR082C"
"2436","YMR084W"
"2437","YMR086W"
"2438","YMR092C"
"2439","YMR098C"
"2440","YMR106C"
"2441","YMR117C"
"2442","YMR121C"
"2443","YMR122W-A"
"2444","YMR126C"
"2445","YMR129W"
"2446","YMR131C"
"2447","YMR134W"
"2448","YMR135C"
"2449","YMR135W-A"
"2450","YMR136W"
"2451","YMR137C"
"2452","YMR138W"
"2453","YMR142C"
"2454","YMR143W"
"2455","YMR144W"
"2456","YMR165C"
"2457","YMR172C-A"
"2458","YMR173W"
"2459","YMR173W-A"
"2460","YMR177W"
"2461","YMR179W"
"2462","YMR183C"
"2463","YMR184W"
"2464","YMR186W"
"2465","YMR187C"
"2466","YMR190C"
"2467","YMR191W"
"2468","YMR194C-A"
"2469","YMR194W"
"2470","YMR195W"
"2471","YMR197C"
"2472","YMR198W"
"2473","YMR200W"
"2474","YMR214W"
"2475","YMR215W"
"2476","YMR221C"
"2477","YMR230W"
"2478","YMR238W"
"2479","YMR240C"
"2480","YMR241W"
"2481","YMR242C"
"2482","YMR243C"
"2483","YMR244C-A"
"2484","YMR244W"
"2485","YMR246W"
"2486","YMR251W-A"
"2487","YMR253C"
"2488","YMR256C"
"2489","YMR257C"
"2490","YMR258C"
"2491","YMR260C"
"2492","YMR262W"
"2493","YMR267W"
"2494","YMR272C"
"2495","YMR279C"
"2496","YMR280C"
"2497","YMR281W"
"2498","YMR283C"
"2499","YMR296C"
"2500","YMR297W"
"2501","YMR300C"
"2502","YMR304C-A"
"2503","YMR305C"
"2504","YMR306C-A"
"2505","YMR306W"
"2506","YMR307W"
"2507","YMR319C"
"2508","YMR320W"
"2509","YMR324C"
"2510","YMR325W"
"2511","YNL003C"
"2512","YNL006W"
"2513","YNL007C"
"2514","YNL008C"
"2515","YNL009W"
"2516","YNL014W"
"2517","YNL017C"
"2518","YNL025C"
"2519","YNL028W"
"2520","YNL029C"
"2521","YNL031C"
"2522","YNL036W"
"2523","YNL043C"
"2524","YNL044W"
"2525","YNL050C"
"2526","YNL052W"
"2527","YNL053W"
"2528","YNL057W"
"2529","YNL058C"
"2530","YNL059C"
"2531","YNL063W"
"2532","YNL064C"
"2533","YNL067W"
"2534","YNL069C"
"2535","YNL070W"
"2536","YNL077W"
"2537","YNL081C"
"2538","YNL087W"
"2539","YNL090W"
"2540","YNL091W"
"2541","YNL094W"
"2542","YNL095C"
"2543","YNL096C"
"2544","YNL111C"
"2545","YNL115C"
"2546","YNL116W"
"2547","YNL117W"
"2548","YNL119W"
"2549","YNL121C"
"2550","YNL125C"
"2551","YNL134C"
"2552","YNL144C"
"2553","YNL145W"
"2554","YNL146W"
"2555","YNL149C"
"2556","YNL152W"
"2557","YNL153C"
"2558","YNL161W"
"2559","YNL162W"
"2560","YNL163C"
"2561","YNL168C"
"2562","YNL170W"
"2563","YNL171C"
"2564","YNL173C"
"2565","YNL178W"
"2566","YNL179C"
"2567","YNL180C"
"2568","YNL183C"
"2569","YNL192W"
"2570","YNL202W"
"2571","YNL203C"
"2572","YNL204C"
"2573","YNL205C"
"2574","YNL206C"
"2575","YNL212W"
"2576","YNL213C"
"2577","YNL231C"
"2578","YNL238W"
"2579","YNL241C"
"2580","YNL250W"
"2581","YNL251C"
"2582","YNL253W"
"2583","YNL254C"
"2584","YNL255C"
"2585","YNL258C"
"2586","YNL263C"
"2587","YNL267W"
"2588","YNL269W"
"2589","YNL271C"
"2590","YNL273W"
"2591","YNL274C"
"2592","YNL277W"
"2593","YNL279W"
"2594","YNL280C"
"2595","YNL281W"
"2596","YNL282W"
"2597","YNL283C"
"2598","YNL289W"
"2599","YNL295W"
"2600","YNL297C"
"2601","YNL298W"
"2602","YNL300W"
"2603","YNL301C"
"2604","YNL302C"
"2605","YNL307C"
"2606","YNL313C"
"2607","YNL318C"
"2608","YNL321W"
"2609","YNL322C"
"2610","YNL327W"
"2611","YNL328C"
"2612","YNL329C"
"2613","YNL336W"
"2614","YNL337W"
"2615","YNL338W"
"2616","YNL339C"
"2617","YNR009W"
"2618","YNR011C"
"2619","YNR018W"
"2620","YNR028W"
"2621","YNR029C"
"2622","YNR030W"
"2623","YNR038W"
"2624","YNR039C"
"2625","YNR040W"
"2626","YNR044W"
"2627","YNR050C"
"2628","YNR062C"
"2629","YNR063W"
"2630","YNR067C"
"2631","YNR068C"
"2632","YNR070W"
"2633","YNR071C"
"2634","YNR072W"
